metodo,n_puntos,d_mean,d_std,d_min,d_max,cv
aleatorio,485,523.1379157200571,261.7327658580471,190.0,1956.041921841145,0.5003131258375587
clustering,485,876.8887964875946,102.21998431068172,538.5164807134504,1196.4113005150027,0.11657120574481857
cuadrantes,485,478.71758935750285,305.6997812195478,190.0,2507.9872407968905,0.6385806329569674
original,10000,190.1,0.99498743710662,190.0,200.0,0.005234021236752341
sistematico,484,864.5454545454545,96.32932493781531,770.0,970.0,0.11142193210472855
