metodo,n_puntos,d_mean,d_std,d_min,d_max,cv
aleatorio,94,1095.290215320292,536.2586938939265,300.0,2517.935662402834,0.4896042038840913
clustering,94,1780.702214152594,165.84293723640624,1360.1470508735442,2121.3203435596424,0.09313344809610859
cuadrantes,94,976.4229199213862,630.604560116265,300.0,3140.0636936215164,0.6458313782382702
original,2500,324.0,42.708313008125245,300.0,400.0,0.13181578088927545
sistematico,81,2155.5555555555557,49.69039949999532,2100.0,2200.0,0.02305224719071948
