metodo,n_puntos,d_mean,d_std,d_min,d_max,cv
aleatorio,374,559.3332372317432,227.0640756124597,300.0,1360.1470508735442,0.40595491291782904
clustering,374,817.3488321299791,137.54815971661534,400.0,1170.4699910719626,0.16828574815256078
cuadrantes,374,540.6950497876485,271.0184535646338,300.0,2370.65391822594,0.501240863350003
original,2500,324.0,42.708313008125245,300.0,400.0,0.13181578088927545
sistematico,361,843.213296398892,138.71064939412094,700.0,1100.0,0.1645024455692433
