metodo,n_puntos,d_mean,d_std,d_min,d_max,cv
aleatorio,44,1055.951624972611,651.8942902938346,200.0,2842.534080710379,0.6173524192557053
clustering,44,1850.8114598666782,116.56692977463204,1600.0,2051.828452868319,0.06298152583463518
cuadrantes,44,954.5258269109495,611.2717669193426,200.0,3041.38126514911,0.6403931142413917
original,2500,206.24,24.18806317173824,200.0,300.0,0.11728114416087199
sistematico,36,2444.4444444444443,106.57403385139375,2300.0,2600.0,0.04359846839375199
