metodo,n_puntos,d_mean,d_std,d_min,d_max,cv
aleatorio,350,391.4170322312298,154.31851483912607,254.0,967.3592920936874,0.39425600352506457
clustering,350,579.3694754298168,83.13448363194556,274.0,822.0,0.14349130763278575
cuadrantes,350,378.9170901553189,184.79084374254873,254.0,1516.1662178006736,0.48768147054756117
original,2500,254.0,0.0,254.0,254.0,0.0
sistematico,324,670.2222222222222,116.6474058174918,510.0,764.0,0.17404288003272983
