metodo,n_puntos,d_mean,d_std,d_min,d_max,cv
aleatorio,88,765.3454425315122,365.79302264316857,256.0,1663.8124894350324,0.4779449936139229
clustering,88,1295.3341414851216,130.14068643832854,822.0,1644.0,0.10046881516542144
cuadrantes,88,679.2459515724754,454.445347248752,254.0,2679.2133173750835,0.6690438804923268
original,2500,254.0,0.0,254.0,254.0,0.0
sistematico,81,1530.0,0.0,1530.0,1530.0,0.0
