metodo,n_puntos,d_mean,d_std,d_min,d_max,cv
aleatorio,22,1705.8524882809354,1130.1946803531102,300.0,4440.720662234903,0.6625395150620899
clustering,22,2649.6778088504198,233.79917608961904,2247.220505424423,3080.5843601498727,0.08823683215698377
cuadrantes,22,1231.8137442640918,1017.3040974628999,200.0,3966.106403010388,0.8258586999860568
original,2500,206.24,24.18806317173824,200.0,300.0,0.11728114416087199
sistematico,16,4100.0,0.0,4100.0,4100.0,0.0
